node_id,threshold,feature_id,left_children_id,right_children_id,class
0,-0.7868579924106598,227,1,8,"jazz"
1,-0.4544529914855957,106,2,5,"metal"
2,-0.5863584876060486,156,3,4,"rock"
3,-2.0,-2,-1,-1,"rock"
4,-2.0,-2,-1,-1,"disco"
5,1.0863540172576904,337,6,7,"metal"
6,-2.0,-2,-1,-1,"metal"
7,-2.0,-2,-1,-1,"rock"
8,7.461010456085205,258,9,176,"jazz"
9,-0.5976930260658264,250,10,65,"jazz"
10,1.160156011581421,285,11,42,"rock"
11,0.16948449611663818,333,12,27,"rock"
12,0.6762900054454803,305,13,20,"rock"
13,-0.3132320046424866,87,14,15,"rock"
14,-2.0,-2,-1,-1,"country"
15,0.5509204864501953,348,16,19,"rock"
16,-0.5939770042896271,235,17,18,"rock"
17,-2.0,-2,-1,-1,"rock"
18,-2.0,-2,-1,-1,"classical"
19,-2.0,-2,-1,-1,"blues"
20,-0.39929549396038055,106,21,26,"blues"
21,1.716202974319458,297,22,23,"disco"
22,-2.0,-2,-1,-1,"disco"
23,-0.6527484953403473,492,24,25,"classical"
24,-2.0,-2,-1,-1,"rock"
25,-2.0,-2,-1,-1,"classical"
26,-2.0,-2,-1,-1,"blues"
27,5.241530895233154,4,28,39,"metal"
28,-0.7022294998168945,225,29,30,"rock"
29,-2.0,-2,-1,-1,"rock"
30,-0.47540000081062317,145,31,34,"jazz"
31,0.7067414820194244,290,32,33,"jazz"
32,-2.0,-2,-1,-1,"jazz"
33,-2.0,-2,-1,-1,"country"
34,-0.11275050416588783,373,35,38,"disco"
35,-0.5516699850559235,213,36,37,"hiphop"
36,-2.0,-2,-1,-1,"classical"
37,-2.0,-2,-1,-1,"hiphop"
38,-2.0,-2,-1,-1,"disco"
39,-0.49825049936771393,191,40,41,"metal"
40,-2.0,-2,-1,-1,"metal"
41,-2.0,-2,-1,-1,"blues"
42,-0.4343370050191879,147,43,58,"disco"
43,0.3723514974117279,31,44,55,"rock"
44,-0.3664354979991913,379,45,46,"blues"
45,-2.0,-2,-1,-1,"jazz"
46,-0.14956950396299362,364,47,50,"blues"
47,-0.35313650965690613,94,48,49,"country"
48,-2.0,-2,-1,-1,"reggae"
49,-2.0,-2,-1,-1,"country"
50,0.20152950286865234,39,51,52,"blues"
51,-2.0,-2,-1,-1,"blues"
52,-0.3675440102815628,419,53,54,"rock"
53,-2.0,-2,-1,-1,"rock"
54,-2.0,-2,-1,-1,"disco"
55,-0.3399664908647537,110,56,57,"rock"
56,-2.0,-2,-1,-1,"rock"
57,-2.0,-2,-1,-1,"metal"
58,2.4407914876937866,6,59,60,"disco"
59,-2.0,-2,-1,-1,"disco"
60,-0.03481249883770943,50,61,62,"country"
61,-2.0,-2,-1,-1,"country"
62,-0.6902275085449219,505,63,64,"blues"
63,-2.0,-2,-1,-1,"disco"
64,-2.0,-2,-1,-1,"blues"
65,-0.15420450270175934,53,66,131,"jazz"
66,0.5899989902973175,304,67,114,"jazz"
67,-0.23176800459623337,67,68,105,"classical"
68,-0.2808004915714264,413,69,90,"classical"
69,-0.3836665004491806,446,70,79,"classical"
70,1.1332495212554932,8,71,74,"classical"
71,-0.5164659917354584,133,72,73,"country"
72,-2.0,-2,-1,-1,"reggae"
73,-2.0,-2,-1,-1,"country"
74,0.026101499795913696,360,75,78,"classical"
75,3.5823789834976196,17,76,77,"classical"
76,-2.0,-2,-1,-1,"classical"
77,-2.0,-2,-1,-1,"jazz"
78,-2.0,-2,-1,-1,"country"
79,1.1612024903297424,3,80,81,"jazz"
80,-2.0,-2,-1,-1,"classical"
81,7.205034971237183,258,82,87,"jazz"
82,4.307157516479492,4,83,86,"jazz"
83,-0.2931794971227646,151,84,85,"jazz"
84,-2.0,-2,-1,-1,"jazz"
85,-2.0,-2,-1,-1,"classical"
86,-2.0,-2,-1,-1,"country"
87,-0.22388100624084473,417,88,89,"pop"
88,-2.0,-2,-1,-1,"rock"
