node_id,threshold,feature_id,left_children_id,right_children_id,class
0,-0.19786550104618073,99,1,286,"rock"
1,-0.40396200120449066,469,2,173,"reggae"
2,-0.3982490003108978,89,3,28,"country"
3,-0.6322149932384491,240,4,9,"classical"
4,-0.5538719892501831,193,5,8,"blues"
5,-0.35582350194454193,435,6,7,"rock"
6,-2.0,-2,-1,-1,"rock"
7,-2.0,-2,-1,-1,"pop"
8,-2.0,-2,-1,-1,"blues"
9,-0.45969799160957336,395,10,15,"classical"
10,0.039048001170158386,44,11,12,"blues"
11,-2.0,-2,-1,-1,"blues"
12,-0.5174730122089386,127,13,14,"jazz"
13,-2.0,-2,-1,-1,"pop"
14,-2.0,-2,-1,-1,"jazz"
15,-0.4315750002861023,491,16,27,"classical"
16,-0.5703785121440887,151,17,18,"classical"
17,-2.0,-2,-1,-1,"disco"
18,-0.38654449582099915,350,19,24,"classical"
19,-0.4479140043258667,382,20,21,"classical"
20,-2.0,-2,-1,-1,"classical"
21,-0.4885445088148117,191,22,23,"country"
22,-2.0,-2,-1,-1,"jazz"
23,-2.0,-2,-1,-1,"country"
24,-0.28908199071884155,415,25,26,"classical"
25,-2.0,-2,-1,-1,"classical"
26,-2.0,-2,-1,-1,"country"
27,-2.0,-2,-1,-1,"rock"
28,0.03833799995481968,60,29,134,"country"
29,-0.33112800121307373,403,30,81,"country"
30,0.0016270000487565994,341,31,64,"jazz"
31,-0.3615719974040985,375,32,49,"jazz"
32,-0.29697850346565247,79,33,42,"classical"
33,1.1980170011520386,294,34,39,"classical"
34,2.626737952232361,264,35,38,"classical"
35,0.06469049863517284,324,36,37,"country"
36,-2.0,-2,-1,-1,"jazz"
37,-2.0,-2,-1,-1,"country"
38,-2.0,-2,-1,-1,"classical"
39,0.1598849967122078,36,40,41,"disco"
40,-2.0,-2,-1,-1,"jazz"
41,-2.0,-2,-1,-1,"disco"
42,-0.42139099538326263,115,43,44,"jazz"
43,-2.0,-2,-1,-1,"jazz"
44,-0.4314294904470444,140,45,46,"blues"
45,-2.0,-2,-1,-1,"blues"
46,-0.4278009980916977,173,47,48,"classical"
47,-2.0,-2,-1,-1,"classical"
48,-2.0,-2,-1,-1,"jazz"
49,-0.5665445029735565,241,50,55,"jazz"
50,-0.5620015263557434,510,51,52,"blues"
