node_id,threshold,feature_id,left_children_id,right_children_id,class
0,-0.010772499808808789,85,1,300,"blues"
1,-0.36871398985385895,416,2,105,"blues"
2,-0.5442135035991669,237,3,68,"classical"
3,-0.5359449982643127,499,4,55,"country"
4,-0.45955801010131836,94,5,10,"country"
5,-0.5374080240726471,160,6,7,"classical"
6,-2.0,-2,-1,-1,"classical"
7,-0.5171965062618256,450,8,9,"reggae"
8,-2.0,-2,-1,-1,"rock"
9,-2.0,-2,-1,-1,"reggae"
10,-0.6644285023212433,482,11,18,"country"
11,-0.5545699894428253,452,12,15,"blues"
12,-0.3255789950489998,67,13,14,"rock"
13,-2.0,-2,-1,-1,"blues"
14,-2.0,-2,-1,-1,"rock"
15,-0.36030949652194977,107,16,17,"blues"
16,-2.0,-2,-1,-1,"metal"
17,-2.0,-2,-1,-1,"blues"
18,0.4460970014333725,23,19,28,"country"
19,-0.41822749376296997,411,20,21,"jazz"
20,-2.0,-2,-1,-1,"jazz"
21,-0.29659299552440643,104,22,23,"blues"
22,-2.0,-2,-1,-1,"blues"
23,-0.4236685037612915,126,24,25,"hiphop"
24,-2.0,-2,-1,-1,"rock"
25,-0.2966109961271286,438,26,27,"hiphop"
26,-2.0,-2,-1,-1,"hiphop"
27,-2.0,-2,-1,-1,"metal"
28,2.5942184925079346,288,29,50,"country"
29,-0.17395250499248505,346,30,33,"country"
30,-0.5412499904632568,472,31,32,"blues"
31,-2.0,-2,-1,-1,"blues"
32,-2.0,-2,-1,-1,"country"
33,-0.39492200314998627,419,34,47,"country"
34,-0.2656935006380081,400,35,44,"country"
35,0.19598549604415894,328,36,37,"country"
36,-2.0,-2,-1,-1,"country"
37,-0.023794502019882202,358,38,43,"country"
38,-0.3218279927968979,360,39,40,"hiphop"
39,-2.0,-2,-1,-1,"hiphop"
40,-0.2983025014400482,93,41,42,"pop"
41,-2.0,-2,-1,-1,"rock"
42,-2.0,-2,-1,-1,"pop"
43,-2.0,-2,-1,-1,"country"
44,0.452550008893013,31,45,46,"jazz"
45,-2.0,-2,-1,-1,"jazz"
46,-2.0,-2,-1,-1,"reggae"
47,-0.4412679970264435,395,48,49,"disco"
48,-2.0,-2,-1,-1,"disco"
49,-2.0,-2,-1,-1,"pop"
50,-0.3211344927549362,367,51,52,"jazz"
51,-2.0,-2,-1,-1,"jazz"
52,-0.2604514956474304,59,53,54,"blues"
53,-2.0,-2,-1,-1,"classical"
54,-2.0,-2,-1,-1,"blues"
55,-0.41707949340343475,446,56,61,"rock"
56,2.9827303886413574,4,57,60,"rock"
57,0.4641514867544174,26,58,59,"jazz"
58,-2.0,-2,-1,-1,"jazz"
59,-2.0,-2,-1,-1,"pop"
60,-2.0,-2,-1,-1,"rock"
61,-0.506895512342453,124,62,63,"pop"
62,-2.0,-2,-1,-1,"pop"
63,-0.4515179991722107,469,64,65,"classical"
64,-2.0,-2,-1,-1,"classical"
65,-0.4508635103702545,484,66,67,"disco"
66,-2.0,-2,-1,-1,"reggae"
67,-2.0,-2,-1,-1,"disco"
68,-0.20852100104093552,345,69,82,"classical"
69,0.24031899869441986,21,70,75,"classical"
70,-0.4162295013666153,414,71,72,"blues"
71,-2.0,-2,-1,-1,"blues"
72,-0.30831050127744675,386,73,74,"jazz"
73,-2.0,-2,-1,-1,"jazz"
74,-2.0,-2,-1,-1,"disco"
75,1.3448430299758911,11,76,79,"classical"
76,-0.22360800206661224,358,77,78,"jazz"
77,-2.0,-2,-1,-1,"reggae"
78,-2.0,-2,-1,-1,"jazz"
79,0.07398199662566185,57,80,81,"classical"
80,-2.0,-2,-1,-1,"classical"
81,-2.0,-2,-1,-1,"country"
82,0.633091002702713,292,83,88,"jazz"
83,-0.3852370083332062,133,84,85,"jazz"
84,-2.0,-2,-1,-1,"jazz"
85,-0.4018774926662445,157,86,87,"reggae"
86,-2.0,-2,-1,-1,"reggae"
87,-2.0,-2,-1,-1,"jazz"
88,6.333475351333618,261,89,104,"blues"
89,-0.3108445107936859,496,90,103,"pop"
90,-0.4137035012245178,486,91,100,"country"
91,-0.46027499437332153,205,92,97,"country"
92,2.213520050048828,9,93,96,"country"
93,0.2822950128465891,29,94,95,"classical"
94,-2.0,-2,-1,-1,"pop"
95,-2.0,-2,-1,-1,"classical"
96,-2.0,-2,-1,-1,"country"
97,-0.4096604883670807,177,98,99,"jazz"
98,-2.0,-2,-1,-1,"jazz"
99,-2.0,-2,-1,-1,"country"
100,-0.3936865031719208,161,101,102,"reggae"
101,-2.0,-2,-1,-1,"reggae"
102,-2.0,-2,-1,-1,"blues"
103,-2.0,-2,-1,-1,"pop"
104,-2.0,-2,-1,-1,"blues"
105,-0.5230774879455566,237,106,191,"disco"
106,0.036512499675154686,57,107,166,"disco"
107,-0.11984699964523315,72,108,155,"disco"
108,-0.4663829952478409,165,109,128,"disco"
109,-0.5349465012550354,478,110,115,"rock"
110,0.6859449744224548,288,111,112,"rock"
111,-2.0,-2,-1,-1,"country"
112,0.03275600029155612,361,113,114,"rock"
113,-2.0,-2,-1,-1,"rock"
114,-2.0,-2,-1,-1,"disco"
115,-0.5506329834461212,184,116,117,"pop"
116,-2.0,-2,-1,-1,"reggae"
117,2.021215498447418,271,118,121,"pop"
118,-0.2779650017619133,351,119,120,"pop"
119,-2.0,-2,-1,-1,"disco"
120,-2.0,-2,-1,-1,"pop"
121,1.0769815146923065,13,122,123,"classical"
122,-2.0,-2,-1,-1,"classical"
123,-0.3041185066103935,378,124,125,"country"
124,-2.0,-2,-1,-1,"pop"
125,0.4979730099439621,290,126,127,"country"
126,-2.0,-2,-1,-1,"country"
127,-2.0,-2,-1,-1,"jazz"
128,-0.5463619828224182,202,129,134,"disco"
129,-0.3762724995613098,103,130,133,"blues"
130,-0.30216749757528305,51,131,132,"rock"
131,-2.0,-2,-1,-1,"country"
132,-2.0,-2,-1,-1,"rock"
133,-2.0,-2,-1,-1,"blues"
134,-0.13161350041627884,82,135,148,"disco"
135,0.843377023935318,283,136,141,"disco"
136,-0.4532264918088913,195,137,140,"hiphop"
137,-0.518634021282196,465,138,139,"reggae"
138,-2.0,-2,-1,-1,"country"
139,-2.0,-2,-1,-1,"reggae"
140,-2.0,-2,-1,-1,"hiphop"
141,-0.5299600064754486,192,142,143,"disco"
142,-2.0,-2,-1,-1,"country"
