node_id,threshold,feature_id,left_children_id,right_children_id,class
0,-0.69633549451828,232,1,28,"blues"
1,1.3958485126495361,273,2,5,"metal"
2,-0.007469999836757779,79,3,4,"metal"
3,-2.0,-2,-1,-1,"rock"
4,-2.0,-2,-1,-1,"metal"
5,-0.4804369956254959,126,6,7,"metal"
6,-2.0,-2,-1,-1,"rock"
7,-0.02493999944999814,377,8,27,"metal"
8,0.6940914988517761,298,9,14,"metal"
9,-0.40049299597740173,114,10,11,"metal"
10,-2.0,-2,-1,-1,"rock"
11,-0.24242650717496872,86,12,13,"metal"
12,-2.0,-2,-1,-1,"disco"
13,-2.0,-2,-1,-1,"metal"
14,5.909985065460205,259,15,26,"disco"
15,-0.16754049807786942,100,16,25,"metal"
16,1.033576488494873,304,17,22,"rock"
17,0.9978390336036682,308,18,21,"blues"
18,0.7486200258135796,328,19,20,"country"
19,-2.0,-2,-1,-1,"metal"
20,-2.0,-2,-1,-1,"country"
21,-2.0,-2,-1,-1,"blues"
22,-0.8226725161075592,239,23,24,"rock"
23,-2.0,-2,-1,-1,"disco"
24,-2.0,-2,-1,-1,"rock"
25,-2.0,-2,-1,-1,"metal"
26,-2.0,-2,-1,-1,"disco"
27,-2.0,-2,-1,-1,"blues"
28,-0.4026869982481003,472,29,210,"classical"
29,-0.2969435006380081,345,30,47,"country"
30,0.07283799722790718,58,31,42,"classical"
31,-0.3378849923610687,411,32,37,"classical"
32,-0.3455819934606552,161,33,36,"classical"
33,-0.00037449970841407776,296,34,35,"classical"
34,-2.0,-2,-1,-1,"country"
35,-2.0,-2,-1,-1,"classical"
36,-2.0,-2,-1,-1,"disco"
37,-0.33442650735378265,380,38,39,"blues"
38,-2.0,-2,-1,-1,"blues"
39,-0.4335150122642517,485,40,41,"jazz"
40,-2.0,-2,-1,-1,"jazz"
41,-2.0,-2,-1,-1,"pop"
42,-0.48382900655269623,144,43,44,"reggae"
43,-2.0,-2,-1,-1,"reggae"
44,-0.002803504467010498,328,45,46,"rock"
45,-2.0,-2,-1,-1,"rock"
46,-2.0,-2,-1,-1,"country"
47,-0.24022050201892853,394,48,173,"country"
48,2.7970399856567383,2,49,72,"country"
49,0.3016580045223236,337,50,69,"blues"
50,2.945475935935974,5,51,58,"classical"
51,0.08152099326252937,346,52,53,"classical"
52,-2.0,-2,-1,-1,"classical"
53,2.206275522708893,292,54,55,"blues"
54,-2.0,-2,-1,-1,"disco"
55,-0.3282514959573746,377,56,57,"blues"
56,-2.0,-2,-1,-1,"blues"
57,-2.0,-2,-1,-1,"jazz"
58,-0.19932249933481216,60,59,62,"country"
59,1.8569954633712769,11,60,61,"jazz"
60,-2.0,-2,-1,-1,"classical"
61,-2.0,-2,-1,-1,"jazz"
62,-0.46971049904823303,253,63,68,"country"
63,-0.3211259990930557,393,64,65,"country"
64,-2.0,-2,-1,-1,"country"
65,-0.4985564947128296,177,66,67,"metal"
66,-2.0,-2,-1,-1,"rock"
67,-2.0,-2,-1,-1,"metal"
68,-2.0,-2,-1,-1,"blues"
69,-0.552997499704361,152,70,71,"blues"
70,-2.0,-2,-1,-1,"jazz"
71,-2.0,-2,-1,-1,"blues"
72,-0.5644919872283936,470,73,92,"country"
73,-0.4529559910297394,433,74,83,"blues"
74,-0.49965499341487885,135,75,78,"blues"
75,-0.5359494984149933,426,76,77,"country"
76,-2.0,-2,-1,-1,"country"
77,-2.0,-2,-1,-1,"rock"
78,1.484106957912445,295,79,80,"blues"
79,-2.0,-2,-1,-1,"blues"
80,0.34689800441265106,65,81,82,"disco"
81,-2.0,-2,-1,-1,"rock"
82,-2.0,-2,-1,-1,"disco"
83,0.08638599887490273,49,84,91,"disco"
84,-0.406031996011734,111,85,86,"rock"
85,-2.0,-2,-1,-1,"rock"
86,-0.4613945037126541,142,87,88,"country"
87,-2.0,-2,-1,-1,"country"
88,-0.5477890074253082,198,89,90,"jazz"
89,-2.0,-2,-1,-1,"metal"
90,-2.0,-2,-1,-1,"jazz"
91,-2.0,-2,-1,-1,"disco"
92,-0.22615600377321243,349,93,122,"country"
93,-0.33328650891780853,87,94,109,"jazz"
94,-0.2856695055961609,357,95,102,"country"
95,-0.413782000541687,426,96,101,"country"
96,0.30938249453902245,321,97,98,"rock"
97,-2.0,-2,-1,-1,"rock"
98,-0.373432993888855,85,99,100,"country"
99,-2.0,-2,-1,-1,"country"
100,-2.0,-2,-1,-1,"jazz"
101,-2.0,-2,-1,-1,"country"
102,-0.1523519977927208,65,103,104,"blues"
103,-2.0,-2,-1,-1,"blues"
104,-0.22630050033330917,374,105,108,"jazz"
105,0.9630880057811737,305,106,107,"disco"
106,-2.0,-2,-1,-1,"pop"
107,-2.0,-2,-1,-1,"disco"
108,-2.0,-2,-1,-1,"jazz"
109,1.785105049610138,265,110,113,"jazz"
110,-0.3828515112400055,457,111,112,"disco"
111,-2.0,-2,-1,-1,"disco"
112,-2.0,-2,-1,-1,"reggae"
113,-0.5593290030956268,227,114,117,"jazz"
114,-0.40378500521183014,360,115,116,"pop"
115,-2.0,-2,-1,-1,"pop"
