node_id,threshold,feature_id,left_children_id,right_children_id,class
0,-0.7375349998474121,243,1,16,"country"
1,0.31496649980545044,0,2,9,"metal"
2,0.0918710045516491,358,3,6,"rock"
3,5.914595127105713,259,4,5,"rock"
4,-2.0,-2,-1,-1,"rock"
5,-2.0,-2,-1,-1,"disco"
6,2.5431569814682007,261,7,8,"blues"
7,-2.0,-2,-1,-1,"reggae"
8,-2.0,-2,-1,-1,"blues"
9,-0.04228949919342995,67,10,13,"metal"
10,-0.22232549637556076,369,11,12,"disco"
11,-2.0,-2,-1,-1,"rock"
12,-2.0,-2,-1,-1,"disco"
13,-0.14302749745547771,342,14,15,"metal"
14,-2.0,-2,-1,-1,"rock"
15,-2.0,-2,-1,-1,"metal"
16,-0.3729410022497177,476,17,234,"country"
17,-0.3145514875650406,67,18,49,"country"
18,2.0268609523773193,257,19,30,"classical"
19,-0.3457435071468353,95,20,29,"classical"
20,-0.30213700234889984,327,21,24,"classical"
21,-0.4720024913549423,144,22,23,"jazz"
22,-2.0,-2,-1,-1,"jazz"
23,-2.0,-2,-1,-1,"reggae"
24,-0.3876125067472458,461,25,26,"classical"
25,-2.0,-2,-1,-1,"classical"
26,0.04854300245642662,45,27,28,"classical"
27,-2.0,-2,-1,-1,"jazz"
28,-2.0,-2,-1,-1,"classical"
29,-2.0,-2,-1,-1,"blues"
30,3.3012255430221558,287,31,48,"pop"
31,4.034592628479004,270,32,45,"pop"
32,0.5086000114679337,37,33,44,"pop"
33,-0.45767800509929657,509,34,41,"pop"
34,-0.2677209973335266,377,35,36,"blues"
35,-2.0,-2,-1,-1,"country"
36,-0.35243649780750275,71,37,38,"blues"
37,-2.0,-2,-1,-1,"blues"
38,-0.31575649976730347,52,39,40,"reggae"
39,-2.0,-2,-1,-1,"reggae"
40,-2.0,-2,-1,-1,"rock"
41,-0.38449449837207794,112,42,43,"pop"
42,-2.0,-2,-1,-1,"pop"
43,-2.0,-2,-1,-1,"reggae"
44,-2.0,-2,-1,-1,"rock"
45,-0.2491534948348999,403,46,47,"jazz"
46,-2.0,-2,-1,-1,"jazz"
47,-2.0,-2,-1,-1,"pop"
48,-2.0,-2,-1,-1,"classical"
49,-0.3134154975414276,425,50,185,"country"
50,-0.5623289942741394,247,51,128,"country"
51,-0.5882245004177094,489,52,101,"country"
52,-0.3206634968519211,418,53,92,"blues"
53,-0.26930849254131317,363,54,69,"blues"
54,-0.035633498802781105,341,55,58,"rock"
55,-0.10084099881350994,65,56,57,"rock"
56,-2.0,-2,-1,-1,"country"
57,-2.0,-2,-1,-1,"rock"
58,1.068507969379425,311,59,68,"reggae"
59,5.7255659103393555,2,60,67,"country"
60,-0.4295704960823059,102,61,62,"country"
61,-2.0,-2,-1,-1,"country"
62,1.6397120356559753,272,63,64,"blues"
63,-2.0,-2,-1,-1,"blues"
64,-0.44310902059078217,120,65,66,"classical"
65,-2.0,-2,-1,-1,"classical"
66,-2.0,-2,-1,-1,"metal"
67,-2.0,-2,-1,-1,"disco"
68,-2.0,-2,-1,-1,"reggae"
69,-0.110640998929739,50,70,73,"blues"
70,-0.010651998221874237,34,71,72,"country"
71,-2.0,-2,-1,-1,"jazz"
72,-2.0,-2,-1,-1,"country"
73,0.8161244988441467,295,74,81,"blues"
74,-0.20098349452018738,118,75,78,"blues"
75,-0.4413364976644516,451,76,77,"blues"
76,-2.0,-2,-1,-1,"blues"
77,-2.0,-2,-1,-1,"disco"
78,2.2328195571899414,262,79,80,"metal"
79,-2.0,-2,-1,-1,"rock"
80,-2.0,-2,-1,-1,"metal"
81,-0.10177700221538544,332,82,83,"blues"
82,-2.0,-2,-1,-1,"blues"
83,-0.2692205011844635,80,84,85,"disco"
84,-2.0,-2,-1,-1,"rock"
85,-0.23524349927902222,366,86,87,"disco"
86,-2.0,-2,-1,-1,"jazz"
87,-0.633617490530014,189,88,89,"disco"
88,-2.0,-2,-1,-1,"reggae"
89,-0.6756015121936798,483,90,91,"disco"
90,-2.0,-2,-1,-1,"disco"
91,-2.0,-2,-1,-1,"hiphop"
92,-0.19926999509334564,77,93,96,"disco"
93,-0.3235525041818619,369,94,95,"disco"
94,-2.0,-2,-1,-1,"classical"
95,-2.0,-2,-1,-1,"disco"
96,-0.07270650006830692,70,97,98,"country"
97,-2.0,-2,-1,-1,"country"
98,-0.21769049763679504,102,99,100,"blues"
99,-2.0,-2,-1,-1,"blues"
100,-2.0,-2,-1,-1,"metal"
101,-0.25546450912952423,377,102,121,"country"
102,-0.39849649369716644,450,103,118,"country"
103,-0.5541679859161377,164,104,109,"country"
104,-0.23523250222206116,88,105,108,"rock"
105,-0.31362399458885193,388,106,107,"country"
106,-2.0,-2,-1,-1,"disco"
107,-2.0,-2,-1,-1,"country"
108,-2.0,-2,-1,-1,"rock"
109,1.198022484779358,9,110,117,"country"
110,-0.5409155189990997,174,111,112,"country"
111,-2.0,-2,-1,-1,"country"
112,2.004244029521942,274,113,114,"blues"
113,-2.0,-2,-1,-1,"hiphop"
114,-0.4271654933691025,434,115,116,"blues"
115,-2.0,-2,-1,-1,"blues"
116,-2.0,-2,-1,-1,"rock"
117,-2.0,-2,-1,-1,"country"
118,-0.24029450118541718,87,119,120,"reggae"
119,-2.0,-2,-1,-1,"reggae"
120,-2.0,-2,-1,-1,"disco"
121,-0.470148503780365,171,122,123,"rock"
122,-2.0,-2,-1,-1,"rock"
123,0.024745499715209007,332,124,127,"hiphop"
124,0.1567234992980957,325,125,126,"blues"
125,-2.0,-2,-1,-1,"metal"
126,-2.0,-2,-1,-1,"blues"
127,-2.0,-2,-1,-1,"hiphop"
128,1.4142345190048218,22,129,184,"jazz"
129,0.41813699901103973,330,130,175,"jazz"
130,-0.47777949273586273,156,131,140,"jazz"
131,-0.38222450017929077,500,132,139,"jazz"
