node_id,threshold,feature_id,left_children_id,right_children_id,class
0,0.09970749914646149,87,1,328,"country"
1,-0.31827449798583984,119,2,251,"country"
2,-0.39722250401973724,507,3,202,"country"
3,-0.29441700875759125,389,4,131,"country"
4,-0.5322194993495941,225,5,82,"country"
5,0.08262550085783005,50,6,53,"country"
6,2.3331135511398315,257,7,24,"country"
7,-0.5301754772663116,509,8,21,"jazz"
8,-0.2850475013256073,0,9,12,"country"
9,5.152867436408997,276,10,11,"country"
10,-2.0,-2,-1,-1,"country"
11,-2.0,-2,-1,-1,"disco"
12,-0.43317949771881104,390,13,18,"classical"
13,-0.25147800147533417,76,14,17,"jazz"
14,0.5714039951562881,26,15,16,"blues"
15,-2.0,-2,-1,-1,"country"
16,-2.0,-2,-1,-1,"blues"
17,-2.0,-2,-1,-1,"jazz"
18,-0.2217785008251667,90,19,20,"classical"
19,-2.0,-2,-1,-1,"classical"
20,-2.0,-2,-1,-1,"rock"
21,-0.5688289999961853,226,22,23,"jazz"
22,-2.0,-2,-1,-1,"reggae"
23,-2.0,-2,-1,-1,"jazz"
24,0.9236679971218109,275,25,28,"country"
25,0.9773879945278168,22,26,27,"hiphop"
26,-2.0,-2,-1,-1,"rock"
27,-2.0,-2,-1,-1,"hiphop"
28,-0.4866954982280731,180,29,44,"country"
29,0.5645529925823212,342,30,41,"country"
30,-0.1485299989581108,391,31,38,"country"
31,1.377318024635315,272,32,33,"country"
32,-2.0,-2,-1,-1,"pop"
33,-0.5675145089626312,236,34,35,"country"
34,-2.0,-2,-1,-1,"country"
35,-0.453234001994133,435,36,37,"country"
36,-2.0,-2,-1,-1,"jazz"
37,-2.0,-2,-1,-1,"country"
38,-0.3062935024499893,85,39,40,"classical"
39,-2.0,-2,-1,-1,"country"
40,-2.0,-2,-1,-1,"classical"
41,0.3069710060954094,36,42,43,"blues"
42,-2.0,-2,-1,-1,"reggae"
43,-2.0,-2,-1,-1,"blues"
44,-0.42384201288223267,155,45,46,"country"
45,-2.0,-2,-1,-1,"country"
46,-0.3485864996910095,404,47,48,"pop"
47,-2.0,-2,-1,-1,"pop"
48,-0.40958650410175323,393,49,50,"blues"
49,-2.0,-2,-1,-1,"blues"
50,-0.4759480059146881,175,51,52,"disco"
51,-2.0,-2,-1,-1,"disco"
52,-2.0,-2,-1,-1,"rock"
53,-0.2439035028219223,76,54,65,"rock"
54,0.3902530074119568,318,55,62,"blues"
55,-0.5195905268192291,171,56,61,"rock"
56,1.4135490357875824,277,57,58,"reggae"
57,-2.0,-2,-1,-1,"reggae"
58,-0.4528210014104843,423,59,60,"disco"
