bias,weight0,weight1,weight2,weight3,weight4,weight5,weight6,weight7,weight8,weight9,weight10,weight11,weight12,weight13,weight14,weight15,weight16,weight17,weight18,weight19,weight20,weight21,weight22,weight23,weight24,weight25,weight26,weight27
-0.20345526933670044,-0.042963434010744095,0.7513114213943481,-0.42603516578674316,-0.07279425859451294,-0.29130852222442627,-0.3059110641479492,1.0952861309051514,0.3083816468715668,0.48584985733032227,-0.2348432093858719,-0.6492378115653992,0.3801895081996918,0.24158355593681335,-1.5770549774169922,-0.2672784626483917,-0.7170811891555786,0.7155911326408386,1.709975242614746,0.9065211415290833,-0.8175334930419922,0.7497960329055786,0.9360498785972595,0.09246185421943665,-1.2729334831237793,1.327653169631958,0.02584177255630493,-1.1195515394210815,-0.6109969019889832,"blues"
0.040155358612537384,-0.039337802678346634,-0.9597166776657104,-0.333577960729599,0.1353496015071869,0.23295584321022034,-0.13617384433746338,0.6639567613601685,-0.05979812145233154,-2.119760513305664,-2.3832340240478516,2.5744576454162598,0.27749112248420715,-0.08328336477279663,1.5139981508255005,0.42200711369514465,-1.486299991607666,1.732409119606018,-1.3323147296905518,0.919702410697937,-0.17962710559368134,-7.329856872558594,0.8057337403297424,-0.13020649552345276,0.9107129573822021,0.9539158940315247,-0.18159358203411102,0.24950328469276428,1.0556960105895996,"classical"
-0.036855604499578476,0.22871220111846924,-0.4694599509239197,0.08297629654407501,-0.2802042067050934,0.03780338168144226,-0.060605376958847046,-0.39180102944374084,-0.10587495565414429,0.6277177333831787,1.2884196043014526,0.26164135336875916,-0.3258943259716034,0.3924439251422882,-1.589001178741455,1.1674665212631226,-1.1959184408187866,-0.26355308294296265,-2.0440616607666016,-0.4786469340324402,-0.3672006130218506,-0.4473930597305298,0.2944936454296112,-0.04896700382232666,1.1686514616012573,-0.47894811630249023,0.3256027400493622,0.2554946839809418,0.5857840776443481,"country"
0.015094783157110214,-0.041008323431015015,0.1334260106086731,0.20135043561458588,-0.026874691247940063,0.3724445402622223,-0.14086687564849854,0.2492929846048355,0.32273057103157043,-0.6889261603355408,-0.13165876269340515,0.19624114036560059,0.16216763854026794,-0.36336013674736023,1.1754615306854248,-1.4485172033309937,0.593225359916687,-2.6042113304138184,0.23216551542282104,-0.5631697773933411,0.42503297328948975,-0.33062559366226196,-1.2562636137008667,-0.031021833419799805,-1.1024733781814575,1.240122675895691,-0.16162945330142975,0.036099083721637726,1.4291621446609497,"disco"
-0.04595908522605896,0.019158335402607918,0.8700608611106873,0.05695987120270729,-0.35025978088378906,-0.37261539697647095,0.17381897568702698,-0.6018325090408325,-0.298096239566803,1.484308123588562,0.6095697283744812,-0.3777265250682831,0.10991397500038147,-0.081854909658432,-1.3289520740509033,-1.6269546747207642,0.5468544960021973,-3.8754687309265137,1.4580178260803223,-0.8325599431991577,-0.6526514887809753,0.8980090618133545,0.6917003989219666,-0.27504175901412964,1.2262622117996216,-1.0499814748764038,0.3127783238887787,-0.3850384056568146,-2.361393690109253,"hiphop"
0.03944777324795723,-1.3509612083435059,-0.24690525233745575,1.0457810163497925,-0.05319318175315857,-0.22603856027126312,0.0388016402721405,0.8280820846557617,-0.28626781702041626,-2.0800869464874268,-2.196524143218994,-0.1758831888437271,-0.3675418794155121,-0.2468581646680832,2.4236338138580322,0.3539171814918518,-0.05970873311161995,1.7296302318572998,-3.0670511722564697,1.2381292581558228,-0.41127464175224304,0.19326283037662506,-0.0930459052324295,-0.19816002249717712,-1.3896269798278809,-0.8712078332901001,0.05289113521575928,0.5533713698387146,1.3336654901504517,"jazz"
0.22502519190311432,0.8725860714912415,0.4758041203022003,0.9487496614456177,0.204424649477005,-0.07725545763969421,0.18477466702461243,-0.7700143456459045,-0.2934683561325073,-2.545625925064087,0.2961623966693878,1.0460584163665771,0.17227593064308167,-0.04442593455314636,-1.0306005477905273,-1.2641851902008057,-0.07678358256816864,-1.8723310232162476,0.3170454204082489,0.8414976596832275,-0.061136916279792786,0.7027883529663086,-2.861616373062134,-0.335744708776474,-1.1946654319763184,-1.0718560218811035,-0.21840381622314453,-0.47530683875083923,-0.1852399706840515,"metal"
0.07137221843004227,0.18790984153747559,-1.868852972984314,0.7653800249099731,-0.013908952474594116,-0.3109888434410095,-0.04728475213050842,-3.099686622619629,0.38793429732322693,0.29536089301109314,0.4397166073322296,-2.300708770751953,0.020038694143295288,-0.20604051649570465,0.9918956756591797,1.0384783744812012,0.48075589537620544,0.6523531675338745,-2.7831718921661377,-2.1078670024871826,0.6213847398757935,-0.17018872499465942,0.004891406744718552,0.11907532811164856,0.8375030755996704,0.060065675526857376,0.3077681362628937,0.5942506194114685,-0.9125871658325195,"pop"
0.03002285584807396,0.007504008710384369,0.8895213603973389,-0.5820387601852417,0.1548776924610138,-0.04433584213256836,0.27875062823295593,0.1303115040063858,-0.07510727643966675,0.7395904064178467,0.6315646767616272,-2.3574323654174805,0.19442656636238098,-0.3724623918533325,-0.7984835505485535,1.0739482641220093,0.12349838763475418,-1.1579360961914062,1.478316307067871,-1.1734527349472046,1.0569064617156982,0.6118971705436707,-0.1636231243610382,-0.32820838689804077,-0.1237872764468193,-1.0411221981048584,0.1626116931438446,0.3348580002784729,-2.2289350032806396,"reggae"
-0.018983203917741776,0.28230252861976624,0.5425875782966614,-0.010071206837892532,-0.01927509903907776,0.12743642926216125,-0.08036601543426514,-0.15322919189929962,-0.0972641110420227,-0.3519226014614105,0.061845846474170685,1.0637085437774658,-0.25275492668151855,-0.30490580201148987,0.6527538895606995,0.2552400231361389,-0.5957237482070923,-0.8406967520713806,-0.4510381817817688,0.005911519750952721,0.4720304310321808,-0.6870228052139282,-0.29417747259140015,-0.15554462373256683,0.01225403230637312,0.1860416978597641,0.34004542231559753,0.00826349575072527,0.6437316536903381,"rock"
