node_id,threshold,feature_id,left_children_id,right_children_id,class
0,0.034097000025212765,22,1,8,"disco"
1,-0.10680799931287766,25,2,7,"metal"
2,-0.25159550458192825,17,3,4,"metal"
3,-2.0,-2,-1,-1,"blues"
4,-0.216559000313282,17,5,6,"metal"
5,-2.0,-2,-1,-1,"metal"
6,-2.0,-2,-1,-1,"country"
7,-2.0,-2,-1,-1,"pop"
8,-0.1888125017285347,35,9,152,"disco"
9,6.287752628326416,1,10,113,"disco"
10,-0.3081820011138916,7,11,26,"country"
11,-0.24979949742555618,41,12,19,"blues"
12,-0.11170299723744392,25,13,18,"blues"
13,-0.17131350189447403,26,14,15,"classical"
14,-2.0,-2,-1,-1,"jazz"
15,-0.3976075053215027,9,16,17,"classical"
16,-2.0,-2,-1,-1,"blues"
17,-2.0,-2,-1,-1,"classical"
18,-2.0,-2,-1,-1,"blues"
19,0.018706999719142914,23,20,23,"jazz"
20,-0.25739699602127075,20,21,22,"jazz"
21,-2.0,-2,-1,-1,"jazz"
22,-2.0,-2,-1,-1,"blues"
23,-0.2649939954280853,14,24,25,"rock"
24,-2.0,-2,-1,-1,"country"
25,-2.0,-2,-1,-1,"rock"
26,-0.19784200191497803,3,27,80,"country"
27,-0.15644250065088272,21,28,43,"country"
28,-0.035298001021146774,23,29,32,"country"
29,-0.2639654874801636,19,30,31,"jazz"
30,-2.0,-2,-1,-1,"jazz"
31,-2.0,-2,-1,-1,"hiphop"
32,-0.225163996219635,10,33,36,"country"
33,-0.28870899975299835,20,34,35,"country"
34,-2.0,-2,-1,-1,"jazz"
35,-2.0,-2,-1,-1,"country"
36,-0.1978200003504753,10,37,42,"country"
37,-0.15408049523830414,26,38,39,"disco"
38,-2.0,-2,-1,-1,"disco"
39,-0.22727899998426437,36,40,41,"blues"
40,-2.0,-2,-1,-1,"blues"
41,-2.0,-2,-1,-1,"country"
42,-2.0,-2,-1,-1,"country"
43,-0.249051995575428,8,44,55,"reggae"
44,-0.1394369974732399,25,45,46,"country"
45,-2.0,-2,-1,-1,"jazz"
46,-0.23278750479221344,10,47,54,"country"
47,0.3219590038061142,2,48,51,"country"
48,-0.283829003572464,17,49,50,"hiphop"
49,-2.0,-2,-1,-1,"hiphop"
50,-2.0,-2,-1,-1,"pop"
51,-0.26853449642658234,19,52,53,"country"
52,-2.0,-2,-1,-1,"country"
53,-2.0,-2,-1,-1,"rock"
54,-2.0,-2,-1,-1,"blues"
55,0.4390619993209839,2,56,67,"reggae"
56,-0.10777650028467178,25,57,62,"disco"
57,-0.21360700577497482,37,58,61,"disco"
58,-0.23399849981069565,12,59,60,"disco"
59,-2.0,-2,-1,-1,"disco"
60,-2.0,-2,-1,-1,"metal"
61,-2.0,-2,-1,-1,"blues"
62,-0.28839249908924103,7,63,64,"hiphop"
63,-2.0,-2,-1,-1,"blues"
64,0.2724504917860031,2,65,66,"hiphop"
65,-2.0,-2,-1,-1,"reggae"
66,-2.0,-2,-1,-1,"hiphop"
67,-0.2015869989991188,35,68,75,"reggae"
68,-0.2688490003347397,18,69,72,"reggae"
69,-0.12861450016498566,27,70,71,"reggae"
70,-2.0,-2,-1,-1,"reggae"
71,-2.0,-2,-1,-1,"disco"
72,0.202394001185894,22,73,74,"reggae"
73,-2.0,-2,-1,-1,"reggae"
74,-2.0,-2,-1,-1,"rock"
75,-0.006079500191845,24,76,79,"country"
76,-0.3877810090780258,3,77,78,"disco"
77,-2.0,-2,-1,-1,"reggae"
78,-2.0,-2,-1,-1,"disco"
79,-2.0,-2,-1,-1,"country"
80,-0.18347200006246567,31,81,106,"pop"
81,-0.27343350648880005,11,82,99,"hiphop"
82,-0.14506199955940247,26,83,88,"rock"
83,-0.16629450023174286,27,84,87,"pop"
84,-0.2268040031194687,35,85,86,"blues"
85,-2.0,-2,-1,-1,"disco"
86,-2.0,-2,-1,-1,"blues"
87,-2.0,-2,-1,-1,"pop"
88,-0.2075280025601387,32,89,94,"rock"
89,-0.10259350016713142,25,90,91,"country"
90,-2.0,-2,-1,-1,"country"
91,-0.22820400446653366,8,92,93,"hiphop"
92,-2.0,-2,-1,-1,"hiphop"
93,-2.0,-2,-1,-1,"reggae"
94,-0.12013299763202667,4,95,96,"rock"
95,-2.0,-2,-1,-1,"rock"
96,-0.22496749460697174,37,97,98,"rock"
97,-2.0,-2,-1,-1,"reggae"
98,-2.0,-2,-1,-1,"rock"
99,-0.23891349881887436,14,100,103,"hiphop"
100,-0.2156199961900711,37,101,102,"hiphop"
101,-2.0,-2,-1,-1,"hiphop"
102,-2.0,-2,-1,-1,"country"
103,-0.28029850125312805,20,104,105,"reggae"
104,-2.0,-2,-1,-1,"hiphop"
105,-2.0,-2,-1,-1,"reggae"
106,-0.22353100031614304,40,107,110,"pop"
107,-0.23448950052261353,12,108,109,"pop"
108,-2.0,-2,-1,-1,"pop"
109,-2.0,-2,-1,-1,"jazz"
110,6.274636507034302,1,111,112,"blues"
111,-2.0,-2,-1,-1,"jazz"
112,-2.0,-2,-1,-1,"blues"
113,-0.0854559987783432,25,114,151,"disco"
114,-0.2221679985523224,8,115,128,"disco"
115,-0.25313349068164825,17,116,121,"pop"
116,0.25220850110054016,2,117,118,"blues"
117,-2.0,-2,-1,-1,"hiphop"
118,-0.21960149705410004,40,119,120,"blues"
119,-2.0,-2,-1,-1,"jazz"
120,-2.0,-2,-1,-1,"blues"
121,-0.2357335016131401,12,122,125,"pop"
122,-0.24374648928642273,11,123,124,"pop"
123,-2.0,-2,-1,-1,"pop"
124,-2.0,-2,-1,-1,"disco"
125,-0.21627449989318848,38,126,127,"disco"
126,-2.0,-2,-1,-1,"disco"
127,-2.0,-2,-1,-1,"hiphop"
128,-0.12829549610614777,25,129,140,"disco"
129,-0.2642334997653961,20,130,131,"blues"
130,-2.0,-2,-1,-1,"hiphop"
131,-0.13722800463438034,25,132,133,"blues"
