node_id,threshold,feature_id,left_children_id,right_children_id,class
0,0.029925000853836536,22,1,8,"blues"
1,-0.23993850499391556,14,2,5,"metal"
2,-0.1834310069680214,33,3,4,"rock"
3,-2.0,-2,-1,-1,"rock"
4,-2.0,-2,-1,-1,"metal"
5,-0.22430049628019333,13,6,7,"metal"
6,-2.0,-2,-1,-1,"metal"
7,-2.0,-2,-1,-1,"country"
8,-0.32848650217056274,5,9,24,"blues"
9,-0.2510775104165077,8,10,17,"classical"
10,-0.21256349980831146,10,11,16,"classical"
11,-0.22708699852228165,36,12,13,"classical"
12,-2.0,-2,-1,-1,"blues"
13,-0.23749950528144836,6,14,15,"classical"
14,-2.0,-2,-1,-1,"classical"
15,-2.0,-2,-1,-1,"hiphop"
16,-2.0,-2,-1,-1,"disco"
17,-0.30768848955631256,3,18,23,"jazz"
18,-0.3952910006046295,3,19,22,"rock"
19,0.7024504840373993,0,20,21,"classical"
20,-2.0,-2,-1,-1,"reggae"
21,-2.0,-2,-1,-1,"classical"
22,-2.0,-2,-1,-1,"rock"
23,-2.0,-2,-1,-1,"jazz"
24,-0.2429094985127449,41,25,78,"blues"
25,-0.27683499455451965,11,26,57,"reggae"
26,-0.21390199661254883,6,27,48,"blues"
27,0.050770001485943794,24,28,47,"blues"
28,-0.29108449816703796,5,29,32,"country"
29,-0.2676510065793991,14,30,31,"jazz"
30,-2.0,-2,-1,-1,"jazz"
31,-2.0,-2,-1,-1,"hiphop"
32,-0.18609850108623505,30,33,40,"country"
33,-0.3224170058965683,11,34,35,"rock"
34,-2.0,-2,-1,-1,"country"
35,0.8803110122680664,2,36,39,"rock"
36,-0.2839829921722412,16,37,38,"rock"
37,-2.0,-2,-1,-1,"classical"
38,-2.0,-2,-1,-1,"rock"
39,-2.0,-2,-1,-1,"country"
40,-0.11262449994683266,25,41,42,"pop"
41,-2.0,-2,-1,-1,"pop"
42,-0.22603099793195724,38,43,46,"blues"
43,-0.2095550000667572,33,44,45,"blues"
44,-2.0,-2,-1,-1,"blues"
45,-2.0,-2,-1,-1,"country"
46,-2.0,-2,-1,-1,"disco"
47,-2.0,-2,-1,-1,"blues"
48,0.7480934858322144,0,49,52,"reggae"
49,-0.2808914929628372,20,50,51,"reggae"
50,-2.0,-2,-1,-1,"reggae"
51,-2.0,-2,-1,-1,"rock"
52,-0.15477800369262695,6,53,54,"blues"
53,-2.0,-2,-1,-1,"blues"
54,6.21532940864563,1,55,56,"rock"
55,-2.0,-2,-1,-1,"reggae"
56,-2.0,-2,-1,-1,"rock"
57,0.38558100163936615,22,58,65,"hiphop"
58,-0.14658350497484207,28,59,64,"hiphop"
59,6.2791523933410645,1,60,63,"hiphop"
60,-0.2459544986486435,40,61,62,"hiphop"
61,-2.0,-2,-1,-1,"hiphop"
62,-2.0,-2,-1,-1,"reggae"
63,-2.0,-2,-1,-1,"hiphop"
64,-2.0,-2,-1,-1,"reggae"
65,0.620638519525528,2,66,75,"reggae"
66,6.272904396057129,1,67,72,"reggae"
67,-0.22674249857664108,32,68,69,"reggae"
68,-2.0,-2,-1,-1,"hiphop"
69,-0.2741850018501282,20,70,71,"reggae"
70,-2.0,-2,-1,-1,"reggae"
71,-2.0,-2,-1,-1,"hiphop"
72,-0.14441050589084625,3,73,74,"pop"
73,-2.0,-2,-1,-1,"reggae"
74,-2.0,-2,-1,-1,"pop"
75,-0.2527035027742386,40,76,77,"country"
76,-2.0,-2,-1,-1,"blues"
77,-2.0,-2,-1,-1,"country"
78,-0.23767349869012833,9,79,144,"disco"
79,-0.18507450073957443,35,80,133,"disco"
80,0.754212498664856,0,81,102,"disco"
81,-0.04767199978232384,4,82,97,"disco"
82,-0.12002550065517426,21,83,92,"disco"
83,-0.23934149742126465,20,84,91,"disco"
84,-0.09128250181674957,25,85,88,"disco"
85,-0.2682015001773834,14,86,87,"disco"
86,-2.0,-2,-1,-1,"rock"
87,-2.0,-2,-1,-1,"disco"
88,-0.1750124990940094,30,89,90,"country"
89,-2.0,-2,-1,-1,"disco"
90,-2.0,-2,-1,-1,"country"
91,-2.0,-2,-1,-1,"rock"
92,-0.2150690034031868,38,93,94,"pop"
93,-2.0,-2,-1,-1,"pop"
94,-0.16569200158119202,30,95,96,"classical"
95,-2.0,-2,-1,-1,"rock"
96,-2.0,-2,-1,-1,"classical"
97,-0.08461349830031395,24,98,101,"metal"
98,-0.20832250267267227,12,99,100,"hiphop"
99,-2.0,-2,-1,-1,"hiphop"
100,-2.0,-2,-1,-1,"rock"
101,-2.0,-2,-1,-1,"metal"
102,-0.22495049983263016,38,103,110,"country"
103,-0.2596520036458969,17,104,107,"country"
104,-0.15380199998617172,27,105,106,"country"
105,-2.0,-2,-1,-1,"rock"
106,-2.0,-2,-1,-1,"country"
107,-0.18169700354337692,30,108,109,"metal"
108,-2.0,-2,-1,-1,"rock"
109,-2.0,-2,-1,-1,"metal"
110,-0.021031999494880438,23,111,122,"blues"
111,-0.2566695064306259,19,112,117,"blues"
112,-0.2305845022201538,40,113,116,"blues"
113,-0.2226634994149208,38,114,115,"disco"
114,-2.0,-2,-1,-1,"jazz"
115,-2.0,-2,-1,-1,"disco"
116,-2.0,-2,-1,-1,"blues"
117,-0.17469999939203262,29,118,119,"blues"
118,-2.0,-2,-1,-1,"rock"
119,-0.24260300397872925,18,120,121,"blues"
120,-2.0,-2,-1,-1,"blues"
121,-2.0,-2,-1,-1,"country"
122,-0.25442950427532196,16,123,128,"rock"
123,-0.24980100244283676,12,124,125,"pop"
124,-2.0,-2,-1,-1,"pop"
125,-0.2083285003900528,35,126,127,"classical"
126,-2.0,-2,-1,-1,"classical"
127,-2.0,-2,-1,-1,"disco"
128,-0.18234050273895264,31,129,130,"rock"
129,-2.0,-2,-1,-1,"rock"
130,-0.2468390017747879,13,131,132,"country"
131,-2.0,-2,-1,-1,"disco"
132,-2.0,-2,-1,-1,"country"
133,0.41918550431728363,2,134,139,"classical"
134,-0.1999884992837906,37,135,136,"rock"
135,-2.0,-2,-1,-1,"rock"
136,-0.09682449884712696,4,137,138,"blues"
137,-2.0,-2,-1,-1,"jazz"
138,-2.0,-2,-1,-1,"blues"
139,-0.25596649944782257,11,140,143,"classical"
140,-0.1858529970049858,33,141,142,"classical"
141,-2.0,-2,-1,-1,"reggae"
142,-2.0,-2,-1,-1,"classical"
143,-2.0,-2,-1,-1,"jazz"
144,-0.21174050122499466,40,145,152,"pop"
145,0.19943500310182571,2,146,147,"pop"
146,-2.0,-2,-1,-1,"hiphop"
147,-0.18672850728034973,31,148,151,"pop"
148,-0.22909249365329742,41,149,150,"reggae"
149,-2.0,-2,-1,-1,"rock"
150,-2.0,-2,-1,-1,"reggae"
151,-2.0,-2,-1,-1,"pop"
152,-0.25565700978040695,6,153,154,"disco"
153,-2.0,-2,-1,-1,"jazz"
154,-0.08179499953985214,4,155,156,"disco"
155,-2.0,-2,-1,-1,"disco"
156,-2.0,-2,-1,-1,"metal"
