node_id,threshold,feature_id,left_children_id,right_children_id,class
0,-0.2195965051651001,12,1,158,"disco"
1,-0.23747650533914566,6,2,81,"disco"
2,-0.2821565121412277,7,3,38,"classical"
3,0.9318299889564514,2,4,27,"classical"
4,-0.15875599533319473,28,5,12,"country"
5,-0.22714199870824814,38,6,9,"blues"
6,-0.28405149281024933,16,7,8,"blues"
7,-2.0,-2,-1,-1,"rock"
8,-2.0,-2,-1,-1,"blues"
9,-0.29052500426769257,7,10,11,"classical"
10,-2.0,-2,-1,-1,"jazz"
11,-2.0,-2,-1,-1,"classical"
12,-0.2922215014696121,8,13,20,"country"
13,-0.31697750091552734,7,14,17,"hiphop"
14,-0.24549300223588943,41,15,16,"hiphop"
15,-2.0,-2,-1,-1,"hiphop"
16,-2.0,-2,-1,-1,"jazz"
17,-0.31588100641965866,6,18,19,"pop"
18,-2.0,-2,-1,-1,"pop"
19,-2.0,-2,-1,-1,"reggae"
20,0.33521000295877457,2,21,24,"country"
21,-0.21342650055885315,36,22,23,"jazz"
22,-2.0,-2,-1,-1,"reggae"
23,-2.0,-2,-1,-1,"jazz"
24,-0.5002035051584244,3,25,26,"country"
25,-2.0,-2,-1,-1,"classical"
26,-2.0,-2,-1,-1,"country"
27,0.7674105167388916,0,28,33,"classical"
28,0.9282290041446686,22,29,30,"classical"
29,-2.0,-2,-1,-1,"classical"
30,-0.21326150000095367,32,31,32,"classical"
31,-2.0,-2,-1,-1,"classical"
32,-2.0,-2,-1,-1,"jazz"
33,-0.2429319992661476,36,34,35,"blues"
34,-2.0,-2,-1,-1,"jazz"
35,-0.2837570011615753,11,36,37,"blues"
36,-2.0,-2,-1,-1,"country"
37,-2.0,-2,-1,-1,"blues"
38,-0.1993739977478981,33,39,54,"pop"
39,-0.200981006026268,31,40,41,"reggae"
40,-2.0,-2,-1,-1,"hiphop"
41,-0.26987500488758087,16,42,47,"reggae"
42,-0.1345685012638569,26,43,44,"country"
43,-2.0,-2,-1,-1,"pop"
44,-0.2863444983959198,18,45,46,"country"
45,-2.0,-2,-1,-1,"hiphop"
46,-2.0,-2,-1,-1,"country"
47,0.7232564985752106,0,48,49,"reggae"
48,-2.0,-2,-1,-1,"classical"
49,-0.228411503136158,37,50,53,"reggae"
50,-0.25487948954105377,12,51,52,"hiphop"
51,-2.0,-2,-1,-1,"reggae"
52,-2.0,-2,-1,-1,"hiphop"
53,-2.0,-2,-1,-1,"reggae"
54,0.7583270072937012,0,55,74,"pop"
55,-0.2114885002374649,40,56,71,"country"
56,-0.25118550658226013,6,57,66,"country"
57,-0.25001800805330276,10,58,61,"country"
58,-0.2834335118532181,12,59,60,"pop"
59,-2.0,-2,-1,-1,"jazz"
60,-2.0,-2,-1,-1,"pop"
61,-0.18875699490308762,31,62,63,"country"
62,-2.0,-2,-1,-1,"blues"
63,-0.22873149812221527,13,64,65,"country"
64,-2.0,-2,-1,-1,"country"
65,-2.0,-2,-1,-1,"hiphop"
66,0.38791750371456146,2,67,70,"rock"
67,-0.02946799946948886,24,68,69,"pop"
68,-2.0,-2,-1,-1,"pop"
69,-2.0,-2,-1,-1,"reggae"
70,-2.0,-2,-1,-1,"rock"
71,-0.2423045039176941,15,72,73,"disco"
72,-2.0,-2,-1,-1,"disco"
73,-2.0,-2,-1,-1,"jazz"
74,-0.28815101087093353,17,75,76,"pop"
75,-2.0,-2,-1,-1,"jazz"
76,-0.22799749672412872,7,77,80,"pop"
77,-0.11449649930000305,3,78,79,"pop"
78,-2.0,-2,-1,-1,"hiphop"
79,-2.0,-2,-1,-1,"pop"
80,-2.0,-2,-1,-1,"pop"
81,-0.23338399827480316,40,82,115,"disco"
82,0.24668850004673004,22,83,84,"hiphop"
83,-2.0,-2,-1,-1,"rock"
84,-0.2746254950761795,11,85,106,"hiphop"
85,0.07047050073742867,23,86,101,"blues"
86,-0.10059750080108643,25,87,98,"blues"
87,-0.23683099448680878,10,88,95,"country"
88,0.8009504973888397,2,89,92,"rock"
89,-0.2372480034828186,39,90,91,"rock"
90,-2.0,-2,-1,-1,"rock"
91,-2.0,-2,-1,-1,"pop"
92,-0.21258699893951416,37,93,94,"blues"
93,-2.0,-2,-1,-1,"blues"
94,-2.0,-2,-1,-1,"jazz"
95,-0.23090749979019165,39,96,97,"country"
96,-2.0,-2,-1,-1,"country"
97,-2.0,-2,-1,-1,"hiphop"
98,-0.25380299985408783,5,99,100,"blues"
99,-2.0,-2,-1,-1,"rock"
100,-2.0,-2,-1,-1,"blues"
101,-0.2621074914932251,16,102,105,"reggae"
102,-0.13037199899554253,26,103,104,"reggae"
103,-2.0,-2,-1,-1,"blues"
104,-2.0,-2,-1,-1,"reggae"
105,-2.0,-2,-1,-1,"disco"
106,-0.11793600022792816,4,107,114,"hiphop"
107,-0.24393799901008606,12,108,109,"hiphop"
108,-2.0,-2,-1,-1,"hiphop"
109,-0.24480249732732773,13,110,113,"reggae"
110,-0.1955154985189438,32,111,112,"classical"
111,-2.0,-2,-1,-1,"jazz"
112,-2.0,-2,-1,-1,"classical"
113,-2.0,-2,-1,-1,"reggae"
114,-2.0,-2,-1,-1,"hiphop"
115,-0.28777898848056793,16,116,117,"disco"
116,-2.0,-2,-1,-1,"classical"
117,-0.16331149637699127,27,118,123,"disco"
118,-0.2844199985265732,11,119,122,"jazz"
119,-0.2559240013360977,18,120,121,"blues"
120,-2.0,-2,-1,-1,"blues"
121,-2.0,-2,-1,-1,"disco"
122,-2.0,-2,-1,-1,"jazz"
123,-0.30195601284503937,3,124,139,"disco"
124,-0.224543496966362,40,125,130,"rock"
125,-0.25161849707365036,18,126,129,"blues"
126,-0.20675349980592728,35,127,128,"country"
127,-2.0,-2,-1,-1,"disco"
128,-2.0,-2,-1,-1,"country"
129,-2.0,-2,-1,-1,"blues"
130,-0.2196360006928444,38,131,132,"rock"
131,-2.0,-2,-1,-1,"metal"
132,-0.1964854970574379,34,133,136,"rock"
133,-0.2523449957370758,12,134,135,"hiphop"
134,-2.0,-2,-1,-1,"rock"
135,-2.0,-2,-1,-1,"hiphop"
136,-0.21035899966955185,40,137,138,"rock"
137,-2.0,-2,-1,-1,"rock"
138,-2.0,-2,-1,-1,"metal"
139,-0.09146599844098091,4,140,149,"disco"
140,-0.17083550244569778,28,141,142,"disco"
141,-2.0,-2,-1,-1,"pop"
142,-0.24070050567388535,18,143,148,"disco"
143,-0.19502700120210648,37,144,147,"disco"
144,-0.1459364965558052,26,145,146,"disco"
145,-2.0,-2,-1,-1,"country"
146,-2.0,-2,-1,-1,"disco"
147,-2.0,-2,-1,-1,"blues"
