node_id,threshold,feature_id,left_children_id,right_children_id,class
0,-0.23172249644994736,12,1,114,"metal"
1,-0.30750250816345215,7,2,23,"classical"
2,-0.12348049879074097,25,3,10,"classical"
3,-0.18722400069236755,33,4,9,"classical"
4,6.140501022338867,1,5,8,"jazz"
5,-0.29972949624061584,16,6,7,"classical"
6,-2.0,-2,-1,-1,"jazz"
7,-2.0,-2,-1,-1,"classical"
8,-2.0,-2,-1,-1,"jazz"
9,-2.0,-2,-1,-1,"classical"
10,-0.14288949966430664,29,11,22,"blues"
11,-0.29214949905872345,17,12,15,"blues"
12,-0.30814599990844727,10,13,14,"blues"
13,-2.0,-2,-1,-1,"jazz"
14,-2.0,-2,-1,-1,"blues"
15,-0.15702199935913086,28,16,17,"country"
16,-2.0,-2,-1,-1,"rock"
17,6.258094549179077,1,18,19,"country"
18,-2.0,-2,-1,-1,"country"
19,-0.20081350207328796,35,20,21,"hiphop"
20,-2.0,-2,-1,-1,"hiphop"
21,-2.0,-2,-1,-1,"blues"
22,-2.0,-2,-1,-1,"classical"
23,-0.2036520019173622,34,24,65,"pop"
24,-0.06462499871850014,21,25,62,"reggae"
25,0.3858795017004013,22,26,39,"reggae"
26,-0.26495200395584106,11,27,34,"rock"
27,-0.20465800166130066,34,28,31,"rock"
28,-0.24628599733114243,14,29,30,"rock"
29,-2.0,-2,-1,-1,"rock"
30,-2.0,-2,-1,-1,"blues"
31,6.1806323528289795,1,32,33,"country"
32,-2.0,-2,-1,-1,"jazz"
33,-2.0,-2,-1,-1,"country"
34,-0.20176750421524048,32,35,36,"disco"
35,-2.0,-2,-1,-1,"hiphop"
36,-0.16050300002098083,27,37,38,"disco"
37,-2.0,-2,-1,-1,"hiphop"
38,-2.0,-2,-1,-1,"disco"
39,-0.26839300990104675,8,40,49,"reggae"
40,-0.2893729954957962,8,41,46,"country"
41,-0.11666800081729889,21,42,43,"blues"
42,-2.0,-2,-1,-1,"blues"
43,-0.2882879972457886,13,44,45,"jazz"
44,-2.0,-2,-1,-1,"jazz"
45,-2.0,-2,-1,-1,"reggae"
46,-0.19176649302244186,6,47,48,"country"
47,-2.0,-2,-1,-1,"country"
48,-2.0,-2,-1,-1,"blues"
49,-0.03139699902385473,24,50,53,"reggae"
50,-0.23228199779987335,35,51,52,"hiphop"
51,-2.0,-2,-1,-1,"blues"
52,-2.0,-2,-1,-1,"hiphop"
53,-0.2818624973297119,13,54,61,"reggae"
54,-0.23732350021600723,37,55,56,"disco"
55,-2.0,-2,-1,-1,"reggae"
56,0.7747434973716736,0,57,58,"disco"
57,-2.0,-2,-1,-1,"disco"
58,-0.192842498421669,32,59,60,"hiphop"
59,-2.0,-2,-1,-1,"jazz"
60,-2.0,-2,-1,-1,"hiphop"
61,-2.0,-2,-1,-1,"reggae"
62,-0.2721814960241318,39,63,64,"hiphop"
63,-2.0,-2,-1,-1,"reggae"
64,-2.0,-2,-1,-1,"hiphop"
65,-0.2142924964427948,6,66,91,"pop"
66,-0.24529699981212616,3,67,78,"pop"
67,-0.18416700512170792,31,68,69,"classical"
68,-2.0,-2,-1,-1,"country"
69,-0.09701050072908401,25,70,77,"classical"
70,-0.26245100796222687,18,71,72,"classical"
71,-2.0,-2,-1,-1,"classical"
72,-0.2064869999885559,38,73,76,"jazz"
73,-0.17686499655246735,21,74,75,"disco"
74,-2.0,-2,-1,-1,"disco"
75,-2.0,-2,-1,-1,"rock"
76,-2.0,-2,-1,-1,"jazz"
77,-2.0,-2,-1,-1,"pop"
78,-0.1705709993839264,33,79,88,"pop"
79,-0.23071449995040894,14,80,87,"pop"
80,-0.21139149367809296,10,81,86,"pop"
