node_id,threshold,feature_id,left_children_id,right_children_id,class
0,-0.47537849843502045,3,1,8,"hiphop"
1,0.7170999944210052,0,2,5,"classical"
2,-0.09123050048947334,4,3,4,"classical"
3,-2.0,-2,-1,-1,"classical"
4,-2.0,-2,-1,-1,"disco"
5,-0.22204750031232834,40,6,7,"disco"
6,-2.0,-2,-1,-1,"hiphop"
7,-2.0,-2,-1,-1,"disco"
8,-0.20366699993610382,34,9,60,"hiphop"
9,-0.2264144942164421,34,10,11,"hiphop"
10,-2.0,-2,-1,-1,"hiphop"
11,-0.33052749931812286,9,12,15,"reggae"
12,-0.2844574898481369,13,13,14,"blues"
13,-2.0,-2,-1,-1,"blues"
14,-2.0,-2,-1,-1,"jazz"
15,-0.2613905072212219,15,16,55,"reggae"
16,-0.25895799696445465,41,17,28,"country"
17,-0.15730849653482437,27,18,23,"reggae"
18,-0.29280950129032135,20,19,22,"blues"
19,-0.2589145004749298,38,20,21,"classical"
20,-2.0,-2,-1,-1,"classical"
21,-2.0,-2,-1,-1,"reggae"
22,-2.0,-2,-1,-1,"blues"
23,-0.26071949303150177,40,24,27,"reggae"
24,-0.11271599680185318,21,25,26,"country"
25,-2.0,-2,-1,-1,"country"
26,-2.0,-2,-1,-1,"hiphop"
27,-2.0,-2,-1,-1,"reggae"
28,6.24997353553772,1,29,44,"country"
29,-0.18967550247907639,31,30,41,"country"
30,0.5915639996528625,2,31,34,"pop"
31,-0.2859495133161545,19,32,33,"pop"
32,-2.0,-2,-1,-1,"disco"
33,-2.0,-2,-1,-1,"pop"
34,-0.0844930000603199,24,35,38,"country"
35,-0.2357959970831871,37,36,37,"country"
36,-2.0,-2,-1,-1,"blues"
37,-2.0,-2,-1,-1,"country"
38,-0.1692579984664917,3,39,40,"pop"
39,-2.0,-2,-1,-1,"pop"
40,-2.0,-2,-1,-1,"reggae"
41,-0.31114500761032104,6,42,43,"country"
42,-2.0,-2,-1,-1,"hiphop"
43,-2.0,-2,-1,-1,"country"
44,-0.21409700065851212,35,45,50,"disco"
45,-0.2705309987068176,20,46,49,"hiphop"
46,-0.18826700001955032,31,47,48,"hiphop"
47,-2.0,-2,-1,-1,"hiphop"
48,-2.0,-2,-1,-1,"reggae"
49,-2.0,-2,-1,-1,"disco"
50,6.259113073348999,1,51,52,"disco"
51,-2.0,-2,-1,-1,"country"
52,0.7548690140247345,0,53,54,"disco"
53,-2.0,-2,-1,-1,"disco"
54,-2.0,-2,-1,-1,"blues"
55,0.3804824948310852,2,56,59,"reggae"
56,-0.12095850333571434,21,57,58,"hiphop"
