node_id,threshold,feature_id,left_children_id,right_children_id,class
0,-0.26021549105644226,6,1,36,"pop"
1,-0.09878499805927277,25,2,13,"classical"
2,-0.2489279955625534,8,3,8,"classical"
3,-0.2725829929113388,7,4,7,"classical"
4,0.3814290137961507,2,5,6,"classical"
5,-2.0,-2,-1,-1,"hiphop"
6,-2.0,-2,-1,-1,"classical"
7,-2.0,-2,-1,-1,"pop"
8,-0.21875200420618057,39,9,10,"jazz"
9,-2.0,-2,-1,-1,"jazz"
10,0.13902200013399124,22,11,12,"country"
11,-2.0,-2,-1,-1,"pop"
12,-2.0,-2,-1,-1,"country"
13,-0.3066305071115494,9,14,25,"pop"
14,-0.22659850120544434,39,15,20,"country"
15,-0.15752549469470978,28,16,19,"country"
16,-0.10877550020813942,26,17,18,"rock"
17,-2.0,-2,-1,-1,"rock"
18,-2.0,-2,-1,-1,"country"
19,-2.0,-2,-1,-1,"country"
20,-0.274212509393692,18,21,22,"classical"
21,-2.0,-2,-1,-1,"classical"
22,-0.3179364949464798,6,23,24,"disco"
23,-2.0,-2,-1,-1,"disco"
24,-2.0,-2,-1,-1,"jazz"
25,-0.1844939962029457,31,26,29,"pop"
26,-0.41014399379491806,3,27,28,"hiphop"
27,-2.0,-2,-1,-1,"reggae"
28,-2.0,-2,-1,-1,"hiphop"
29,0.8239425122737885,2,30,35,"pop"
30,-0.22147899866104126,10,31,32,"pop"
31,-2.0,-2,-1,-1,"pop"
32,-0.23301250487565994,7,33,34,"country"
33,-2.0,-2,-1,-1,"country"
34,-2.0,-2,-1,-1,"disco"
35,-2.0,-2,-1,-1,"hiphop"
36,-0.2463885024189949,20,37,122,"metal"
37,-0.22492050379514694,9,38,119,"blues"
38,-0.19092050194740295,32,39,84,"blues"
39,0.7948309779167175,0,40,77,"hiphop"
40,-0.27056050300598145,20,41,60,"reggae"
41,-0.26263850927352905,10,42,47,"reggae"
42,-0.31731849908828735,9,43,44,"jazz"
43,-2.0,-2,-1,-1,"jazz"
44,-0.14114299416542053,27,45,46,"rock"
45,-2.0,-2,-1,-1,"rock"
46,-2.0,-2,-1,-1,"hiphop"
47,-0.24578700214624405,6,48,51,"reggae"
48,-0.2473520040512085,35,49,50,"blues"
49,-2.0,-2,-1,-1,"hiphop"
50,-2.0,-2,-1,-1,"blues"
51,-0.10171350091695786,4,52,53,"reggae"
52,-2.0,-2,-1,-1,"reggae"
53,0.4761445075273514,22,54,57,"country"
54,-0.25641149282455444,16,55,56,"country"
55,-2.0,-2,-1,-1,"country"
56,-2.0,-2,-1,-1,"hiphop"
57,-0.19450149685144424,5,58,59,"reggae"
58,-2.0,-2,-1,-1,"reggae"
59,-2.0,-2,-1,-1,"rock"
60,-0.23012349754571915,8,61,62,"disco"
61,-2.0,-2,-1,-1,"rock"
62,-0.24049200117588043,12,63,70,"disco"
63,-0.1705470010638237,21,64,65,"disco"
64,-2.0,-2,-1,-1,"rock"
65,-0.22331199795007706,37,66,69,"disco"
66,-0.2422195002436638,5,67,68,"blues"
67,-2.0,-2,-1,-1,"disco"
68,-2.0,-2,-1,-1,"blues"
69,-2.0,-2,-1,-1,"disco"
70,-0.20742949843406677,33,71,74,"metal"
71,-0.24709049612283707,41,72,73,"metal"
72,-2.0,-2,-1,-1,"disco"
73,-2.0,-2,-1,-1,"metal"
74,-0.2701060026884079,11,75,76,"blues"
75,-2.0,-2,-1,-1,"blues"
76,-2.0,-2,-1,-1,"hiphop"
77,-0.27039550244808197,11,78,81,"hiphop"
78,0.03296600002795458,23,79,80,"blues"
79,-2.0,-2,-1,-1,"rock"
